RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,PAR 5 BIRDIES OR BETTER,PAR 5 HOLES
108,108,Johnson Wagner,75,42.92,97,226
109,109,Charles Howell III,104,42.86,132,308
110,110,Ben Silverman,90,42.80,113,264
T111,T111,David Lingmerth,82,42.74,106,248
T111,T111,Scott Piercy,84,42.74,103,241
113,113,Zach Johnson,94,42.69,111,260
114,114,Retief Goosen,60,42.59,69,162
115,115,Grayson Murray,72,42.58,109,256
116,116,Shane Lowry,64,42.13,75,178
117,117,Stewart Cink,87,41.98,110,262
118,118,C.T. Pan,104,41.92,122,291
119,119,Charley Hoffman,87,41.87,103,246
120,120,Alex Cejka,77,41.86,90,215
121,121,Talor Gooch,78,41.85,95,227
122,122,Rob Oppenheim,74,41.82,92,220
123,123,Hunter Mahan,67,41.74,91,218
124,124,Adam Schenk,86,41.73,106,254
125,125,Tyrone Van Aswegen,101,41.64,122,293
126,126,Daniel Summerhays,51,41.56,64,154
127,127,Aaron Baddeley,84,41.39,101,244
128,128,Ryan Blaum,81,41.38,96,232
129,129,John Huh,94,41.37,115,278
130,130,Corey Conners,97,41.20,117,284
131,131,Cameron Tringale,67,41.18,84,204
132,132,David Hearn,66,41.15,79,192
133,133,Brian Harman,94,41.09,106,258
134,134,Zac Blair,64,41.05,78,190
135,135,Russell Henley,77,40.99,91,222
T136,T136,Tyrrell Hatton,58,40.91,63,154
T136,T136,Louis Oosthuizen,62,40.91,63,154
138,138,Brandt Snedeker,84,40.83,98,240
139,139,Sung Kang,89,40.81,111,272
140,140,Nate Lashley,51,40.79,62,152
141,141,William McGirt,84,40.76,97,238
142,142,Jonathan Randolph,71,40.70,81,199
143,143,Mackenzie Hughes,80,40.68,96,236
T144,T144,Michael Kim,74,40.65,87,214
T144,T144,Sean O'Hair,67,40.65,87,214
T146,T146,Matt Kuchar,88,40.63,104,256
T146,T146,Graeme McDowell,67,40.63,78,192
148,148,Cody Gribble,71,40.57,86,212
149,149,Bud Cauley,55,40.53,77,190
150,150,Danny Lee,88,40.50,113,279
151,151,Ryan Moore,78,40.34,96,238
152,152,Jim Furyk,50,40.30,54,134
153,153,Bill Haas,76,40.26,93,231
154,154,Charl Schwartzel,65,40.22,74,184
155,155,Martin Flores,92,40.15,108,269
T156,T156,Dominic Bozzelli,65,40.10,77,192
T156,T156,Ben Martin,64,40.10,81,202
158,158,"Ted Potter, Jr.",87,40.00,104,260
159,159,Peter Malnati,87,39.92,103,258
160,160,Derek Fathauer,84,39.84,98,246
161,161,Nick Watney,94,39.79,113,284
162,162,Russell Knox,94,39.78,109,274
163,163,Jason Dufner,71,39.69,77,194
164,164,Chris Stroud,81,39.57,91,230
165,165,Scott Brown,102,39.47,120,304
166,166,Jonas Blixt,67,39.29,77,196
167,167,Andrew Putnam,97,39.13,108,276
168,168,Anirban Lahiri,82,38.93,95,244
169,169,J.T. Poston,73,38.74,86,222
170,170,Wesley Bryan,69,38.57,81,210
171,171,Matt Atkins,56,38.51,67,174
172,172,Robert Garrigus,80,38.40,96,250
173,173,Nicholas Lindheim,77,38.14,82,215
174,174,Billy Hurley III,70,38.07,75,197
175,175,Adam Hadwin,92,38.03,108,284
176,176,Greg Chalmers,56,37.65,64,170
177,177,Whee Kim,93,37.33,109,292
178,178,Ethan Tracy,72,37.27,82,220
179,179,J.J. Henry,81,37.13,88,237
180,180,Robert Streb,78,36.86,87,236
181,181,Chad Campbell,87,36.80,92,250
182,182,Chez Reavie,93,36.76,100,272
183,183,Andrew Landry,82,36.55,87,238
184,184,Ben Crane,65,36.32,69,190
185,185,Brian Stuard,103,36.16,111,307
186,186,Kelly Kraft,94,35.66,102,286
187,187,Zecheng Dou,53,35.40,57,161
188,188,Roberto DÃ­az,72,34.98,71,203
189,189,Satoshi Kodaira,51,34.62,45,130
190,190,Kyle Thompson,50,34.46,51,148
191,191,D.A. Points,63,34.34,68,198
192,192,Rod Pampling,62,33.66,68,202
193,193,Andrew Yun,51,31.51,46,146
